Id,Subject Focus,Eyes,Face,Near,Action,Accessory,Group,Collage,Human,Occlusion,Info,Blur,Pawpularity
3b7bb352f9b975598943dd20a8a157c2,0,1,1,1,0,0,0,0,0,0,0,0,36
8cef851e4614435ecfeb2cb534abeb10,0,1,1,1,0,0,0,0,0,0,0,0,24
53f434a51266778ba2845036d0ec7cb2,0,1,1,1,0,0,0,0,0,0,0,0,51
cd89974266e5591b36eb35d301d8a314,0,1,1,1,0,1,0,0,0,0,0,0,37
899e3ed1742adb578a188df2d6e40562,0,1,1,1,0,0,0,0,0,0,0,0,33
f2064befa995bdd6c6272da3b6bf22da,0,1,1,1,0,0,1,0,0,0,0,0,17
9a94df24c2ceec0d0c78cc1ebbe51359,0,1,1,1,0,0,0,0,1,1,0,0,18
dacd220c5a138e5c42ba48645cda8bac,0,0,1,1,0,0,0,0,1,1,0,1,98
9977344d8581efe97d095547d81be1c9,0,0,0,0,0,0,0,0,0,0,0,0,35
35b3c153e9a7a5b1bdccd7626500a3ef,0,1,1,0,0,0,0,0,0,0,0,0,71
4899643fd3a6f7bcfe9b7abf05a08604,0,1,1,1,0,0,1,0,0,0,0,0,51
9d21a18cb6f58511cb59da8c3b2d916d,0,1,1,1,0,0,0,0,0,0,0,0,30
b6f81888cb2dded1658ea6bec1348626,0,0,1,1,0,0,0,0,0,0,0,1,31
50b2171b14a8570d3425ba8ae4756173,0,1,1,0,0,0,1,1,0,0,0,0,44
21f2cad90c74905c1793929bdbbcf129,0,1,1,1,0,0,0,0,0,0,0,0,36
690577dc8b6ea2cff65d3bb4067040ed,0,1,1,1,0,0,0,0,0,0,0,0,35
a3faf4d566973aff3451186279e64ce7,0,1,1,1,0,0,0,0,0,0,0,0,24
99cfc23d405481e38d31fb969d2de736,0,1,1,1,0,0,0,0,1,1,0,0,57
0e21fd33e5f0eeb1c1497765c096a6f2,0,1,1,1,0,0,0,0,0,0,0,0,19
979e55877a095f65b40e2bff0a39c001,1,1,1,1,0,0,0,0,0,0,0,0,32
6975e685a5df53d047ad0ed8d2cf92e9,0,1,1,1,0,0,0,0,1,1,0,0,100
c9dee7fd854f65d8737c40d19620931d,0,1,1,1,0,0,0,0,0,0,0,0,24
ae17ed63794e54f0aa050d12de1e2b8e,0,1,1,1,0,0,1,0,0,0,0,0,35
11852009d60f0aba7a4a95aeff296ef7,0,1,1,0,0,0,0,1,0,0,0,0,70
8442cd5657e69826cbf0abd9191bbd21,0,1,1,1,0,0,0,0,0,0,0,0,59
02b65b9132cd726756a300a4dd3ecd4a,0,1,1,1,0,0,0,0,1,1,0,0,14
84306223a3e0d1d0921c71386b5182cb,0,1,1,1,0,0,0,0,0,1,0,0,37
5e88f0cc39968fc071f8f4d1758b8a0e,0,0,1,1,0,1,0,0,0,0,0,0,40
d11ddfd8ef024495ecac50f10020a887,0,1,1,1,0,0,0,0,0,0,0,0,27
df4dcdf0363487cb9cf5be146c2ddcab,0,1,1,1,0,0,1,0,0,0,1,0,31
309c7af866cc45215a0c843d12b2c9e1,0,1,1,1,0,0,0,0,0,0,0,0,46
bab4c65315db52e8dfcf1b536ee9d621,0,0,1,1,0,0,0,0,0,0,0,0,20
6dfe690c4431ac793f709a2e63cba724,0,1,1,1,0,0,0,0,0,0,0,0,19
5ed082e6c782c25288dbb466ebcaa5e5,0,1,1,1,0,0,0,1,0,0,1,0,37
4a7ce958f3145d808653f3da506dfb15,0,0,0,1,0,0,0,0,0,0,0,0,41
9e889b21a68e54507cb589cea6508c60,0,1,1,1,0,0,0,0,0,0,0,0,20
a1ff440edc4527ff0814617312197cb5,0,0,1,1,0,0,0,0,0,0,0,0,31
f7df64909d541ae094c172a2deae73c5,0,1,1,1,0,0,0,0,0,0,0,0,49
a64c1c03d05dd16bc249c3eb2600a65e,1,1,1,1,0,0,0,0,0,0,0,0,32
8235f9608f9fa066fa17c33a572e2963,0,1,1,1,0,0,0,0,0,0,0,0,48
d2a38278f9cdd1abcc6b20e86fb916f0,0,1,1,1,0,0,0,0,1,1,0,0,28
862f3943593e36e26bf7347d79f69045,0,1,1,1,0,0,0,0,0,0,0,0,28
9f40aa2a4e04c42f3e3b6e76070f2dea,0,0,0,1,0,0,1,0,0,0,0,0,100
256feaf3655d67108cb0e8cc2df50824,0,0,1,1,0,0,0,0,0,1,0,0,60
6273543fe4734bfae4c50476e26638bc,0,1,1,1,0,0,1,0,0,0,0,0,35
ff18e23435cd4041290292f36014d7e3,0,0,1,1,0,0,0,0,0,0,0,0,74
47eb3586c64eadabe1e046c1681ba483,0,1,1,1,0,0,0,0,1,0,0,0,11
02585d6ff78871e7a5eb86ab620bbd0e,0,0,1,1,0,0,0,0,0,0,0,1,51
27d8200076a5d3f7db365a075ab882ea,0,1,1,1,0,0,0,0,0,0,0,0,19
95a11df353e7466c0ed5c24bb47013d3,0,0,1,1,0,0,0,0,0,0,0,1,31
dd59572e1bf9a28cd350eaae83fea50f,1,1,1,1,0,1,0,0,0,0,0,0,37
0d60793ae00c0d85f7a115b093126794,0,1,1,1,0,0,0,0,0,0,0,0,28
44630ddcacf20f502e7053e1a7a83eae,0,1,1,1,0,0,0,0,0,0,0,0,14
17f08a38f32f04fdb3413c7ba1280071,0,1,1,1,0,0,0,0,0,0,0,0,34
06056c036db13114e7d665fe45cb58f8,1,1,1,1,0,0,0,0,0,0,0,0,32
8e61a43dd715c5293c6f6a8830e0a0fc,0,0,1,1,0,0,0,0,0,0,0,1,24
d8dae531e5081fafd33aec1d810ff4b3,0,1,1,1,0,0,0,0,1,1,0,0,22
e3758b1274316130aea35f0b0b6f3ffb,0,1,1,1,0,0,0,0,0,0,0,0,2
7dd949718a6e4b136ac2322bf35f3c4d,1,1,1,1,0,0,0,0,0,0,0,0,11
39faff3e3e8e6e9fb760243f1189629d,0,1,1,0,0,0,0,0,0,0,0,0,40
81f0bc05bf5846e0a2a554fad8156805,0,1,1,1,0,0,0,0,0,0,0,0,31
cfac085036f560dacc6e7af69ecedba8,0,1,1,1,0,0,0,0,0,0,0,0,17
2cba27edc6487a6a0a09428fcb37aac3,0,1,1,1,0,0,0,0,0,0,0,0,30
12d116ab7fc741316736fa1daa012973,0,1,1,1,0,0,0,0,0,0,0,0,21
903c9d54c024b4575b7b360890c444be,0,1,1,1,0,0,0,0,1,1,0,0,8
6b9adfaddb17c064a6e1ae0cdfbbed50,0,1,1,1,0,0,0,0,0,0,0,0,34
63723561b3f46bd4b80059d3f5bb11b9,0,0,1,1,0,0,0,0,0,1,0,0,14
9739001fddf1b19e18070df22c81d19b,0,1,1,1,0,0,0,0,0,0,0,0,33
97de6c092fb0e0484d4d1c57fa8733f5,0,0,0,1,0,0,0,0,0,0,1,0,22
19da4863d43baceb50bb346fc942daf4,0,1,1,0,0,0,0,0,0,0,0,0,28
b19a4dbba4906138f2d76d5210ccc2cf,0,0,0,0,1,0,0,0,1,0,0,0,41
231cb64191d0dd953c9c0c1add36ee05,0,0,1,1,0,0,0,0,0,0,1,0,18
dc18a06f822536da37e82f48eedd14fb,0,1,1,1,0,0,0,0,0,0,0,0,100
fc41a54a2247d7e4454a3b9534bef214,0,1,1,1,0,0,0,0,1,0,0,0,28
14e2374dd487c240d62c4b6f8f1ab53d,0,1,1,0,1,0,0,0,0,0,0,0,40
548fbfa9919cb954b38c7259e8495841,0,1,1,1,0,0,0,0,1,1,0,0,43
bc50340a10257dfc1f682645609b8445,0,1,1,1,0,0,0,0,0,0,0,0,21
7d498d7ec2d92d4e36a02b33e42e5a46,0,0,0,1,0,0,0,0,0,0,0,0,36
34c7cff7ab98fcad8544b684f009837f,0,1,1,1,0,0,0,0,0,0,0,0,22
7b83f3aae30a67c0aa7cb51d0aa846a9,0,1,1,1,0,0,0,0,0,0,0,0,63
9c81e7586dab491cd9e26ad23982174a,0,1,1,0,0,0,1,0,0,0,0,0,31
865f88aea3c1ddfc73f220e9bbe508ea,0,1,1,1,0,0,0,0,0,0,0,0,26
e580673755d8b13a12914860364e4520,0,1,1,1,0,0,0,0,0,0,0,0,39
1dc08371775c87bd6ee1c90b0740d053,0,1,1,1,0,0,0,0,0,0,0,0,68
7d7bb3292d851c2aae4492b4d4efc313,0,1,1,0,0,0,1,0,0,0,0,0,17
22b4d3cd9e5686ab0db8233efa7eef1a,0,1,1,1,0,0,1,0,0,0,0,0,27
9723b0e0fba9e3737bc9400dc0e3e714,0,0,1,0,0,0,0,0,0,0,0,1,33
3b3bc6341f2fa3824110b388a761f296,0,1,1,1,0,0,1,0,0,0,0,0,20
3a39914b94f822f8cdcc882d3c3da2dd,0,1,1,1,0,0,1,0,0,0,0,0,66
3498d83f5c6244cdcce047f7381963a1,0,1,1,1,0,0,0,0,0,0,0,0,22
adec0e5a6b463ac5929bc03decf79c2e,0,1,1,1,0,0,1,0,0,0,0,0,34
8c0940d21000a85acd80211c754581f9,0,0,0,1,0,0,0,0,0,0,0,1,100
67940521f7edab6d043ed99201f778c1,0,0,0,0,0,0,1,0,0,1,0,1,32
d1e654875f4f3451a6924d4a422e9a59,0,0,0,0,0,0,0,0,0,0,0,0,25
bec1df580d3281e2da0a2291117c511f,0,1,1,1,0,1,0,0,0,0,0,0,100
f428ef13f686e49b49978f370e5d8e9b,0,1,1,1,0,0,0,0,0,0,0,0,27
306cbc1de7efffebdb062b9aaf8f9b82,0,0,1,1,0,0,0,0,1,0,0,0,36
d404ffe88959b31d1c8c99fd41103b34,0,1,1,0,0,0,0,0,0,0,0,0,32
907ddf6cc6104dd3be0d4f68e760bbb5,0,1,1,1,0,1,0,0,0,0,0,0,31
e629df738f2e57b338b8942baeee5f14,1,1,1,1,0,0,0,0,0,0,0,0,41
8b6d48392ba8f4f8cd0100a90d0a4b63,0,0,0,1,0,0,0,0,0,0,0,1,43
c1a7c8d4e4baa1c15869920cdf69c837,0,0,0,1,0,0,0,0,0,0,1,0,25
79d29f5a8ef92e243fc1683e106a33b9,0,1,1,1,0,0,0,0,0,0,0,0,23
ee483b40a5a6435adbdb5b2f7c442022,0,0,1,1,0,0,0,0,0,0,1,0,28
83cbd41c6a606fececdc7dbe04fb95ee,0,1,1,1,0,0,0,0,0,0,0,0,35
a8235022f4f09b226ef0f75b507991fd,0,1,1,1,0,0,0,0,1,0,0,0,40
73688bda3add176b89a9f6ed71912026,0,0,1,1,0,0,0,0,0,0,0,1,28
539b8a68e18972da605b25534a533511,0,0,1,1,0,0,0,0,0,1,0,1,22
dc739a3b85c1f2e6fca1032de6243174,0,1,1,1,0,0,0,0,0,0,0,0,26
9c925a1c8a2b6455d74a717a0ba8c61a,0,0,1,1,0,0,0,0,0,0,0,1,41
6eeb8175eac03012a9c50b4c742db55f,0,1,1,1,0,0,0,0,0,0,0,0,22
4dd9e7cacae183a0c1e93d75d0b0bb1d,0,1,1,0,0,0,0,0,0,0,0,0,29
6acc51a421d881a16e325a37d1ecdb7a,0,0,0,1,0,0,0,0,0,0,0,0,66
4111d72207648fe80aab0b5ec58a62e2,0,1,1,1,0,0,0,0,0,0,0,0,27
36e737146cadf7efd80eb95680e7dc86,0,1,1,1,0,0,0,0,1,0,0,0,24
c0f077d1e16502af0bf3a9f1f21b4ac7,0,1,1,1,0,0,0,0,0,0,0,0,34
97b636b2aed51822448beaacbf6e2b28,0,1,1,1,0,0,0,0,0,0,0,0,30
36b9c4276138ccfafa79b6ccfbd69f42,0,1,1,1,0,0,0,0,0,0,0,0,74
3e594e235d14810203c762a81b2c1d7a,0,1,1,0,0,0,0,0,0,1,0,0,20
7092c6d25cacf355b7e560239b255c5e,0,0,1,1,0,0,1,0,0,0,0,0,56
f6318dbd1936efe4565c8364fedbbdd0,0,1,1,0,0,0,1,1,0,0,1,0,22
bf5e775cdb83e380c3f149db028c2cb6,0,1,1,1,0,0,0,0,0,0,0,0,34
26c3334d79438b819feef91ca730722c,0,1,1,1,0,0,0,0,0,0,0,0,29
aecadc84064dc177b5d622c52a2dfc3c,0,1,1,1,0,0,0,0,0,0,0,0,11
44fee8158852578264a9ac7b146a9135,0,1,1,1,0,1,0,0,1,1,0,0,84
830c21ab4dc831ab8f84e94a678e3fbd,0,1,1,1,0,0,0,0,0,0,0,0,23
a71c677d87606a56160b70c5f6fa4526,0,1,1,0,0,0,0,0,0,0,0,0,27
12ff78e40792ca932296274ff947ae4f,0,1,1,1,0,0,0,0,0,0,0,0,28
c7eb9ae19b69c5116e857ecafbedeb7d,0,0,1,1,0,0,0,0,0,0,0,0,28
191a55d9d4dcf2f39df0f6e0c31ad43f,1,1,1,1,0,0,0,0,0,0,0,0,2
4beff0d42b3f8e74501d0cc18632cc99,0,1,1,0,0,0,1,1,1,1,1,0,33
5c3ecbb5bfdf3cc7d503ff77baf082ac,0,1,1,1,0,0,0,0,0,0,0,0,62
4064568baf610851e69b211c5f1483c4,0,1,1,1,0,0,0,0,0,0,0,0,21
13dbc9ced13bcc504262212f21c89c72,0,1,1,1,0,0,0,0,0,0,0,0,45
cbe81e7b3a15e51e8b5fdd18967e6cb9,0,1,1,1,0,0,0,0,0,0,0,0,63
8a45babc029ede170e3866ecfa019ba2,0,0,1,1,0,0,0,0,0,0,0,1,26
93e61da5f512643d325a757167bc4f83,0,0,1,0,0,0,1,0,0,0,0,0,41
ea5a280189399d250397bcf024283482,0,1,1,1,0,0,0,0,0,0,0,0,28
d5b5f5ba91a06dca2981f0f896e04c35,0,1,1,1,0,0,0,0,0,0,0,0,41
5a9f7840edffede06e6597a08533e75a,0,1,1,1,0,0,0,0,1,1,0,0,29
5ba420e9a64a23c6cd814ce9bdae838d,0,1,1,1,0,0,0,0,0,0,0,0,39
cc43a456ebacf90562e1324898ee2ff5,0,1,1,0,0,0,0,0,0,0,0,0,45
94e63beb6276cd772fcc2c6a19cc210c,0,1,1,1,0,0,1,0,0,0,0,0,26
d21119507c00ee3254e28d2e55e54436,0,1,1,1,0,0,0,0,0,0,0,0,40
c0ec63fc30169e29bcb5b4e1f4c5dfda,0,0,1,1,0,0,0,0,0,0,0,1,31
e4c59c82b65404d93d2d1a088796dfc7,0,1,1,1,0,0,0,0,1,1,0,0,34
c3ad817e8904e58aef89782bd7aeea0a,0,1,1,1,0,0,0,0,0,0,0,0,25
eb60a10665fb28c8963376856cd5fbae,0,1,1,1,0,0,0,0,0,1,0,0,40
3fff900974ba34517f64c6b507d2e7c7,0,1,1,1,0,0,0,0,0,0,0,0,22
48acce3535a001087e6010e00eb3cdb8,0,0,0,1,0,0,0,0,0,0,0,0,74
9b30bb7842f63d6ed0d15689a4e45f3e,0,1,1,1,0,0,0,0,1,1,0,0,53
397b904de37b9f640bd2a244ad4bb22a,0,0,0,1,0,0,0,0,0,0,0,0,63
a16aec31cdb0d24026c3b073c659e0a4,0,1,1,0,0,0,0,0,0,0,0,0,6
bca6811ee0a78bdcc41b659624608125,0,1,1,1,0,0,0,0,0,0,1,0,30
6cf284fbd74fb0b916f279b8c9486c44,0,0,1,0,0,0,1,0,0,0,0,1,8
593a7230f0500acf3e024ef9e937f355,0,1,1,0,0,0,0,0,0,0,0,0,44
58a2851e08e31360628221ebe7dc0c93,0,1,1,1,0,0,0,0,1,1,0,0,48
d490235bb57e77c16965ecbccb0908e9,0,0,1,0,0,0,0,0,0,0,0,1,29
aa4bb91eb16b3c2a8f1449bbb4cc0645,0,1,1,0,0,0,0,0,0,0,0,0,56
6f794fe3c5729a414664b4dc88a67fef,0,0,1,1,0,0,0,0,0,0,0,1,24
a4b796159ad0a086a165097fb548017a,0,1,1,1,0,0,0,0,1,1,0,0,40
128f0a1439c3f53c7c79b905f7cb2879,0,1,1,1,0,0,1,0,1,0,0,0,28
898bc7d9bd38596c45cc5503a24d814f,0,1,1,0,0,0,0,0,0,0,0,0,100
2b737750362ef6b31068c4a4194909ed,0,1,1,1,0,0,0,1,0,0,1,0,31
55c3c36fd485501cc1bfd69da2b91f4b,0,1,1,1,0,0,0,0,0,0,0,0,16
f86ee50ecd2efd1eb4d4e2b59265e8aa,0,1,1,0,0,0,0,0,0,0,0,0,31
47f948672cbf1d9e12f92eabd43e41d5,0,1,1,1,0,0,0,0,0,0,0,0,39
196e8a9e763ecb0b2e7e067428d7429e,0,1,1,1,0,0,0,0,0,0,0,0,21
ae924077ab05ac3d371763e15605f053,0,1,1,1,0,0,0,0,0,0,0,0,26
dbc47155644aeb3edd1bd39dba9b6953,0,1,1,1,0,0,0,0,0,0,0,0,34
b05f0e7aa215db49648d4bfa5b863247,0,1,1,1,0,0,0,0,0,0,0,0,31
163734781546539afc71ec5efcc78878,0,1,1,1,0,0,0,0,1,0,0,0,21
d89d171190eb616613632f0180aecb70,0,0,0,1,0,0,1,0,0,0,0,0,8
3fbe3f235dda1f86a55ad6f87b0d3cbd,0,1,1,1,0,0,0,0,0,0,1,0,24
a069941beafd4354a1ce226c8964de7b,0,0,0,0,0,0,1,0,0,0,0,0,29
8ebcc485f4eb5ae807aa910eda752575,0,0,1,1,0,0,0,0,0,0,0,1,27
254412dede5b9003a90244f86a74d4b4,0,1,1,1,0,0,0,0,0,0,0,0,21
b37e07359ae2f9b1371de3167a531f27,0,0,0,1,0,0,0,0,0,0,0,0,22
6322aa006010abfa543a3ac224bb3d01,0,1,1,0,0,0,0,1,0,0,1,0,24
623d66c5e24733eeea69f4cbcdc68cf5,0,1,1,1,0,0,0,0,1,1,0,0,51
c2f007648dec34abc4a3cb8e4a3ef3a7,0,1,1,1,0,0,0,0,0,0,0,0,61
5cf5d48f1c8ae2f8767527f98e445c3e,0,1,1,1,0,0,0,0,0,0,0,0,42
68ffa26f8ae39a8548fed429d16723ae,0,1,1,1,0,0,0,0,0,0,0,0,27
56003bb77f13da19a13a604db53481cd,0,1,1,1,0,0,0,0,0,1,1,0,41
51b8a49e78e04fd2ef3fef4d1f34e3a6,0,1,1,1,0,0,0,0,0,0,0,0,35
05e892df5b8cbb4f67068aeacff1c95d,0,1,1,1,0,0,0,0,0,0,0,0,16
c4f826f0060f48e857967581db75a2d2,0,1,1,1,0,1,0,0,0,0,0,0,21
75af5627670c3c6f5009f7b19fb2aa58,0,1,1,1,0,0,0,0,0,1,0,0,76
786a35ac0e6f8c2a7216ea7e551b23b4,0,1,1,1,0,0,1,1,0,0,1,0,5
94e02539b5b5926ae5787890992dfc68,0,1,1,1,0,0,0,0,0,0,0,0,26
78de7e6e09bec460ce89e6a49e6da509,0,1,1,0,0,0,0,0,0,0,0,0,59
dc53f05cffb55a8b15c84bec5aad29d3,0,1,1,0,0,0,1,0,0,0,0,0,30
75949bdfb06047bb48a13a4832c573a5,0,0,1,1,0,0,0,0,0,0,0,1,40
fbc943d88ef2c3e1f47ce15f3ec82ef9,1,1,1,1,0,1,0,0,0,0,0,0,28
ac21c7f5daa8b5d88fb840f4be25f4d2,0,0,1,0,0,0,0,1,0,0,1,0,16
c4de9af134fdb5eb5da5f5d586a0025e,0,0,1,1,0,0,0,0,0,0,0,0,26
8c6578b304039b0c2da4e79df723e3bd,0,1,1,1,0,0,0,0,0,0,0,0,41
e6f4466f83c000a4dd4c78b414d48161,0,1,1,1,0,0,0,0,0,0,0,0,34
86547ebc49a622ef1ebb814f3fe93327,0,1,1,1,0,0,0,0,1,1,0,0,28
c1c3b2dede5a93586991cbf72a915101,0,1,1,1,0,0,0,0,0,0,0,0,35
fd3175a41e1bac9215636366e8a4c04c,0,1,1,0,0,0,0,0,0,0,0,0,48
a688976b47df3243167b4ffa9a0128fc,0,0,0,1,0,0,0,0,0,0,0,0,45
509eaf7300ba98d5a65379d3413187ef,0,1,1,1,0,0,0,0,1,1,0,0,32
29af3524c5b4551cc59000616e68c597,0,1,1,1,0,0,0,0,0,0,0,0,43
9f61fa01a89c7147e524e3fb1c2b1e67,0,1,1,1,0,0,0,0,0,0,0,0,33
f80e154948e0050c74eafe95bb7f9b90,0,0,1,1,0,0,0,0,0,1,0,0,28
6d7ba5e8a0b67c711e56779addeefcad,0,1,1,1,0,0,0,0,0,0,0,0,63
3c534d7c86d02d2eb0cd795bcfb4fc50,0,1,1,1,0,0,0,0,0,0,0,0,13
028d7652721dfd8643af1c9b21603af0,0,1,1,1,0,0,0,0,0,1,1,0,41
fecb0305280eef1323b52f9dd4dc4105,0,0,0,1,0,0,0,0,0,0,0,0,63
5a1b03d08d37172a445ca6fb57d4e834,0,0,1,1,0,0,0,0,0,0,0,0,41
16fe7d7ad0fcce54d8ab218a6d696774,0,1,1,0,0,0,1,0,0,0,0,0,28
c2a454109632c3d8ffb3a74224699555,0,1,1,1,0,0,0,0,1,1,0,0,35
96c583b946860981399508e87fbcc462,0,1,1,1,0,0,0,0,0,0,0,0,17
2be4d326a6577f163f383625104775c4,0,0,0,1,0,0,0,0,0,0,0,0,24
cf14c2d167a5ccf6e3ef62197943292e,0,1,1,1,0,0,0,0,0,0,0,0,32
567c91a0efdc6c4dc8e0e7b897a9c043,0,1,1,1,0,0,0,0,0,0,0,0,25
ae1c8d2bcb3f8019a3a8e57f700e5694,0,1,1,1,0,0,0,0,0,0,0,0,100
82c994fa8a442f8a15abb494cd1c9352,0,1,1,1,0,0,0,0,0,0,0,0,30
39aca7e34247b574eb06fd223c825010,0,1,1,1,0,0,1,0,0,0,0,0,35
69f220c89b092e2f807f895ef44e406c,0,1,1,1,0,0,0,0,0,0,0,0,28
04a547d636ce6f9a7b002868da29882a,0,1,1,1,0,0,0,0,1,1,0,0,28
9c2f9d6edb0fd50a5b7a7797d1b28dc8,1,1,1,1,0,0,0,0,0,0,0,0,21
2fa5b9f0311849c604a5099067ce1bf7,0,1,1,1,0,0,0,0,0,0,0,0,58
721f7039d9c5928e9a2c9a65bfeaa125,0,1,1,1,0,0,0,0,0,0,0,0,24
075fb8a1c0f70523b122352598dc246e,0,1,1,1,0,0,0,0,0,0,0,0,100
3e37bdaba998031864c1e39c7ad89830,0,1,1,1,0,0,0,0,0,0,0,0,47
5990c5201535e6f13a28ddbef1881ac0,0,0,1,1,1,0,0,0,0,0,0,1,96
74ec528de95a0b75fd71a4a0d0309dfe,0,1,1,1,0,0,0,0,0,0,0,0,34
14e8fc593665bb46f918421461b64c74,0,1,1,1,0,0,0,0,0,0,0,0,30
f7dbbbbb2444eba7232bc785f1c050c3,0,0,0,1,0,0,0,0,0,0,0,0,31
c108e0d195641875f090da1701475a45,0,0,1,1,0,0,0,0,0,0,0,0,25
2ba0d3180b5581ca3467790b978496b3,0,1,1,1,0,0,0,0,0,1,0,0,37
90854c213f273520a465ec82efc20c5d,0,0,0,1,0,0,0,0,0,0,0,0,100
5ed0029576e5704f65a0d274ce868023,0,1,1,1,0,0,0,0,0,0,0,0,15
4ec0240d2cbb5cf0b176df79e046fbe6,0,1,1,0,0,0,0,1,0,1,1,0,36
5702123abf059cc2f3d98534e30f06de,0,0,1,1,0,0,0,0,1,1,0,1,30
d14973fa69a8ddde9adf791f6ae4e25f,0,1,1,1,0,0,0,0,1,1,1,0,33
b837ca92d180ae07354aa97f7ca30df3,0,1,1,1,0,0,0,0,0,0,0,0,28
c410a8256f2a5b265604ab83a6ae4923,0,0,1,1,0,0,0,0,0,0,0,1,28
bd38ba569f972a4ae2bb1560d8328c12,0,1,1,1,0,0,0,0,1,1,0,0,21
76769dbee1699e04ae1befa3128db7d6,0,0,0,1,0,0,0,0,0,0,0,0,100
50caa7c1ba25dfbe649a8a7795f5d4c0,0,1,1,0,0,0,1,1,0,1,1,0,46
95056e992f5cc62b27b5ff2b63bd0684,0,1,1,1,0,0,0,0,0,0,0,0,24
84275168da92fb79d57e1dc8eb27dc51,0,1,1,1,0,0,0,0,0,0,0,0,29
